,property_id,extra
13623,LaJoya1 Standard Bungalow,
13624,Kembang Kuning,
13625,Kembang Kuning,
13626,Villa Cahaya,
13627,Villa Cerita Indah,
13628,LaJoya1 Deluxe Bungalow,
13629,LaJoya1 Deluxe Bungalow,
13630,Padang,Padang View-1
13631,Puri Kelapa,
13632,Villa Zen,
13633,Puri Kelapa E (double),
13634,LJBB Shaka,
13635,Lebak,1
13636,Lebak,3
13637,Puri Kelapa D1 (Twin),
13638,Villa Bingin Luna,
13639,Villa Kama,4
13640,Bingin Surf Left,
13641,Balangan Cottages,
13642,Bingin Surf Left,2 bedrooms
13643,Villa Arindra,
13644,Lebak,9
13645,Padang,Padang View-2
13646,LJBB Shaka,
13647,LJBB Shaka,
13648,The Alchemist,Romeo
13649,D'Padang,2
13650,Kembang Kuning,
13651,Taman Bintang,Concrete Dbl (Legong)
13652,Villa Purnama,
13653,The Alchemist,Le Petit Prince
13654,LJBB Nina,
13655,Bingin Jepun,
13656,Bingin Surf Left,
13657,Lebak,1
13658,Villa Purnama,
13659,Puri Kelapa,
13660,LaJoya1 Standard Bungalow,
13661,Buana,204
13662,Villa Cahaya,
13663,Rama Village,SATRUGNA 1
13664,Villa Purnama,
13665,Kubu N2,2
13666,Villa Bagus,
13667,Bingin Surf Left,
13668,Lebak,5
13669,Puri Kelapa A2 (Double),
13670,Bingin Surf Left,
13671,LJBB Nina,
13672,LJBB Nina,
13673,The Alchemist,Mykonos
13674,The Alchemist,Romeo
13675,Villa Singa,6br
13676,Villa Idaman,2
13677,Villa Idaman,1
13678,D'Padang,6
13679,Padang,Padang View-1
13680,D'Padang,6
13681,D'Padang,4
13682,Villa Kama,2
13683,LJBB Bungalow,
13684,Puri Kelapa,
13685,La Cabane Paz Family,
13686,Bingin Jepun,
13687,Wira Homestay,2
13688,Villa Purnama,
13689,The Alchemist,Romeo
13690,Khumba,1BR Villa 1
13691,LaJoya1 Standard Bungalow,
13692,Padang,Padang View-2
13693,Kubu N2,1
13694,LaJoya1 Standard Bungalow,
13695,Puri Kelapa,
13696,Come Back,4
13697,D'Padang,5
13698,NDBV Lot 6,
13699,Asri Guest House,6
13700,LJBB Bungalow,
13701,LJBB Shaka,
13702,LJBB Shaka,
13703,La Cabane Std,
13704,Villa Kama,4
13705,Villa Kama,2
13706,Villa Arindra,
13707,Rama Village,LAKSAMANA 1
13708,Puri Kelapa,
13709,Uluwatu Cottages,Double
13710,Villa Bagus,
13711,Taman Bintang,Concrete Twn (Oleg)
13712,Villa Loluan,1
13713,Batu Jaran Hill,9
13714,Maha Ungasan,7 (Garden View)
13715,Lebak,1
13716,Padang,Padang View-2
13717,Puri Kelapa,
13718,Villa Toya,
13719,Villa Kama,2
13720,The Alchemist,One Love
13721,Puri Kelapa,
13722,Villa Purnama,
13723,Villa Kura Kura,
13724,Villa Kama,4
13725,Uluwatu Cottages,Double
13726,Padang,Padang View-2
13727,Padang,Padang View-3
13728,LJBB Nina,
13729,Sunset Condotel Kuta,
13730,Villa Loluan,1
13731,Kubu N2,1
13732,Villa Loluan,1
13733,NDBV Lot 6,
13734,D'Padang,5
13735,Bingin Surf Left,
13736,Lebak,4
13737,LJBB Bungalow,
13738,The Alchemist,Le Petit Prince
13739,Pondok Lulik,10
13740,Villa Bagus,
13741,Puri Kelapa,
13742,Full Moon,3
13743,LJBB Bungalow,
13744,Buana,Bale Dauh
13745,Buana,207
13746,Buana,103
13747,Villa Idaman,2
13748,Lebak,7
13749,Puri Kelapa,
13750,Villa Bagus,
13751,NDBV Lot 6,
13752,Lebak,4
13753,Puri Kelapa B2( Double),
13754,Puri Kelapa A1 (Twin),
13755,Bingin Surf Left,
13756,LJBB Bungalow,
13757,Padang,Padang View-3
13758,Puri Kelapa A1 (Twin),
13759,Villa Kama,2
13760,Puri Pandawa,Deluxe 1
13761,Kubu N2,2
13762,Maha Ungasan,4 (Garden View)
13763,Taman Bintang,Wooden Dbl (Barong)
13764,D'Padang,2
13765,Villa Bagus,
13766,Puri Kelapa,5 (Double)
13767,Batu Jaran Hill,4
13768,Padang,Padang View-1
13769,Buana,202
13770,Buana,203
13771,Villa Arindra,2 bedrooms
13772,Puri Kelapa,
13773,Villa Anak,
13774,Kubu N2,1
13775,The Alchemist,One Love
13776,Full Moon,3
13777,La Cabane Std,
13778,Villa Toya,
13779,Batu Jaran Hill,3
13780,Bingin Surf Left,
13781,Bingin Surf Left,
13782,Bingin Surf Left,
13783,Maha Ungasan,3 (Garden View)
13784,Bingin Surf Left,
13785,LJBB Bungalow,
13786,Bingin Surf Left,
13787,The Alchemist,Blanche Niege
13788,Villa Loluan,1
13789,Villa Loluan,2
13790,Puri Kelapa,
13791,Villa Toya,
13792,Villa Kura Kura,
13793,Bingin Surf Left,
13794,Villa Arindra,
13795,LJBB Shaka,
13796,LJBB Shaka,
13797,Maha Ungasan,4 (Garden View)
13798,LJBB Bungalow,
13799,NDBV Lot 3,
13800,Villa Kama,4
13801,Puri Kelapa,3 (Twin)
13802,LJBB Bungalow,
13803,Villa Indigo,
13804,Villa Ayunan,
13805,Padang,Padang View-2
13806,Villa Kama,4
13807,Uluwatu Cottages,Twin
13808,Uluwatu Cottages,Twin
13809,Villa Istana Willy,
13810,Padang,Padang View-3
13811,Come Back,7
13812,Villa Arindra,
13813,Puri Kelapa,2 (Double)
13814,Puri Kelapa A2 (Double),
13815,Padang,Padang View-2
13816,Lebak,3
13817,Puri Kelapa,1 (Twin)
13818,Puri Kelapa,4 (Double)
13819,Bingin Surf Left,2 bedrooms
13820,Tirtha Canggu Suites,
13821,Bingin Surf Left,
13822,Bingin Surf Left,2 bedrooms
13823,Dinar Hills A,Suite
13824,Villa Ayunan,
13825,NDBV Lot 6,
13826,LJBB Bungalow,
13827,La Cabane Dlx,
13828,La Cabane Std,
13829,Khumba,2BR Villa 5 (using one bedroom)
13830,Padang,Padang View-3
13831,Villa Kama,4
13832,Villa Bening,
13833,Sunset Condotel Kuta,
13834,Lebak,5
13835,Lebak,2
13836,Villa Purnama,
13837,Sunset Condotel Kuta,
13838,Maha Ungasan,10 (Garden View)
13839,Maha Ungasan,7 (Garden View)
13840,Batu Jaran Hill,10
13841,LaJoya1 Standard Bungalow,
13842,The Alchemist,Family Cabin
13843,Khumba,2BR Villa 5 (using one bedroom)
13844,Puri Kelapa,A2 (Double)
13845,Padang,Padang View-3
13846,Puri Pandawa,Deluxe 2
13847,Villa Papaya,
13848,Puri Kelapa,8 (Twin)
13849,Villa Loluan,2
13850,Villa Purnama,
13851,Puri Kelapa,B2 ( Double)
13852,Khumba,1BR Villa 1
13853,D'Padang,2
13854,Villa Kama,3
13855,LJBB Bungalow,
13856,Maha Ungasan,5 (Garden View)
13857,LJBB Nina,
13858,Villa Bija,Apartment
13859,Villa Idaman,1
13860,Villa Idaman,2
13861,LJBB Bungalow,
13862,Villa Kama,1
13863,Batu Jaran Hill,10
13864,Come Back,8
13865,Villa Kama,4
13866,LJBB Bungalow,
13867,Batu Jaran Hill,9
13868,Villa Kura Kura,
13869,Puri Kelapa,2 (Double)
13870,Sunset Condotel Kuta,
13871,D'Padang,8
13872,LJBB Bungalow,
13873,Villa Arindra,
13874,Villa Kama,3
13875,Villa Kama,4
13876,Padang,Padang View-3
13877,Padang,Padang View-4
13878,Pondok Lulik,2
13879,Villa Bagus,
13880,Bingin Surf Left,
13881,Villa Arindra,
13882,Padang,Padang View-3
13883,Bingin Jepun,
13884,LJBB Nina,
13885,NDBV Lot 3,
13886,LJBB Nina,
13887,Villa Anak,
13888,Villa Anak,
13889,Batu Jaran Hill,4
13890,The Jepun,2
13891,LJBB Shaka,
13892,La Cabane Std,
13893,La Cabane Std,
13894,Khumba,1BR Villa 4
13895,LJBB Shaka,
13896,The Alchemist,Romeo
13897,The Alchemist,Romeo
13898,Rama Village,LAKSAMANA 1
13899,D'Padang,8
13900,D'Padang,7
13901,Kubu N2,1
13902,D'Padang,6
13903,LJBB Shaka,
13904,Puri Kelapa,8 (Twin)
13905,Puri Kelapa,6 (Double)
13906,Puri Kelapa,5 (Double)
13907,Batu Jaran Hill,8
13908,Batu Jaran Hill,7
13909,Villa Bagus,
13910,NDBV Lot 6,
13911,Uluwatu Cottages,Double
13912,Villa Bagus,
13913,Villa Khaleesi,
13914,Villa Bija,Apartment
13915,Puri Kelapa,Double
13916,Khumba,2BR Villa 3 (using one bedroom)
13917,D'Padang,2
13918,Taman Bintang,Concrete Twn (Condong)
13919,Come Back,4
13920,Padang,Padang View-2
13921,Pondok Lulik,1
13922,Kembang Kuning,
13923,Buana,206 (Twin)
13924,Padang,Padang View-4
13925,Buana,206
13926,Batu Jaran Hill,6
13927,Kembang Kuning,
13928,Buana,101
13929,The Alchemist,Le Petit Prince
13930,LJBB Shaka,
13931,LJBB Shaka,
13932,Villa Bagus,
13933,Maha Ungasan,3 (Garden View)
13934,Maha Ungasan,3 (Garden View)
13935,Rama Village,LAKSAMANA 1
13936,Rama Village,LAKSAMANA 2
13937,Rama Village,LAKSAMANA 1
13938,NDBV Lot 6,
13939,LJBB Bungalow,
13940,LJBB Bungalow,
13941,NDBV Lot 6,
13942,The Alchemist,Romeo
13943,Villa Arindra,
13944,LJBB Shaka,
13945,La Cabane Std,
13946,LJBB Shaka,
13947,Full Moon,3
13948,Puri Kelapa,12 (Double)
13949,Villa Arindra,
13950,LJBB Bungalow,
13951,LaJoya1 Deluxe Room,
13952,Villa Toya,
13953,LJBB Bungalow,
13954,NDBV Lot 3,
13955,Redsalt,Lumbung
13956,Sunset Condotel Kuta,
13957,D'Padang,Wood Bungalow 1
13958,Padang,Padang View-2
13959,D'Padang,8
13960,D'Padang,7
13961,Puri Kelapa,2 (Double)
13962,Lebak,1
13963,Padang,Padang View-3
13964,Come Back,4
13965,NDBV Lot 6,
13966,Redsalt,
13967,The Alchemist,Blanche Niege
13968,Uluwatu Cottages,Double
13969,Uluwatu Cottages,Double
13970,Come Back,1
13971,D'Padang,3
13972,Villa Kama,1
13973,The Hideaway,
13974,Padang,Padang View-3
13975,Padang,Padang View-1
13976,Villa Kura Kura,
13977,The Alchemist,Le Petit Prince
13978,LJBB Shaka,
13979,Uluwatu Cottages,Double
13980,Kubu N2,2
13981,Rama Village,SHITA 1
13982,Puri Kelapa,B2 ( Double)
13983,Villa Indigo,
13984,Pondok Lulik,1
13985,LJBB Shaka,
13986,Villa Be Home,
13987,LaJoya1 Standard Bungalow,
13988,LaJoya1 Standard Bungalow,
13989,Puri Kelapa,10 (Double)
13990,Puri Kelapa,2 Bedrooms
13991,LJBB Shaka,
13992,Villa Idaman,2
13993,Villa Idaman,2
13994,Villa Idaman,1
13995,Villa Toya,
13996,LJBB Bungalow,
13997,Puri Kelapa,5 (Double)
13998,The Alchemist,Family Cabin
13999,Villa Bening,
14000,Villa Savasana,
14001,Villa Idaman,1
14002,Villa Zen,
14003,D'Padang,1
14004,Puri Kelapa,B2 ( Double)
14005,LJBB Bungalow,
14006,Rama Village,LAKSAMANA 1
14007,Villa Idaman,1
14008,The Alchemist,Blanche Niege
14009,LJ1 Superior Family Room,
14010,Pondok Lulik,3
14011,Puri Kelapa,1 (Twin)
14012,Padang,Padang View-2
14013,LJBB Bungalow,
14014,LJBB Bungalow,
14015,Maha Ungasan,4 (Garden View)
14016,Villa Khaleesi,
14017,Puri Kelapa,8 (Twin)
14018,Kubu N2,1
14019,LJBB Bungalow,
14020,LJBB Shaka,
14021,LJBB Shaka,
14022,D'Padang,1
14023,LJBB Bungalow,
14024,Sunset Condotel Kuta,
14025,Rama Village,SHITA 1
14026,LJBB Shaka,
14027,LJBB Bungalow,
14028,LJBB Bungalow,
14029,D'Padang,1
14030,The Alchemist,One Love
14031,Maha Ungasan,4 (Garden View)
14032,Puri Kelapa,B2 ( Double)
14033,Wira Homestay,2
14034,Villa Idaman,2
14035,Wira Homestay,1
14036,Puri Kelapa,A2 (Double)
14037,Villa Idaman,1
14038,Kutuh Manak,3
14039,D'Padang,2
14040,Rama Village,BARATA 1
14041,Bingin Surf Left,
14042,D'Padang,1
14043,Lebak,7
14044,Puri Kelapa,B2 ( Double)
14045,Villa Kama,1
14046,Bingin Surf Left,
14047,Bingin Surf Left,
14048,Lebak,1
14049,Villa Bening,
14050,D'Padang,5
14051,D'Padang,6
14052,D'Padang,1
14053,Pondok Lulik,1
14054,Villa Toya,
14055,Asri Guest House,5
14056,Kubu N2,2
14057,Villa Bingin Luna,
14058,D'Padang,1
14059,Puri Kelapa,2 Bedrooms
14060,Villa Anak,
14061,LJBB Nina,
14062,Villa Bagus,
14063,LJBB Bungalow,
14064,LJBB Bungalow,
14065,Kubu N2,1
14066,LaJoya1 Standard Bungalow,
14067,Kembang Kuning,
14068,LJBB Bungalow,
14069,LJBB Bungalow,
14070,LJBB Shaka,
14071,LJBB Nina,
14072,Come Back,1
14073,D'Padang,1
14074,Sunset Condotel Kuta,
14075,Buana,202
14076,Kubu N2,2
14077,Buana,202
14078,The Alchemist,Family Cabin
14079,Buana,202
14080,D'Padang,5
14081,Puri Kelapa,2 Bedrooms
14082,Rama Village,SHITA 1
14083,Puri Kelapa,3 bedrooms
14084,Uluwatu Cottages,Double
14085,Puri Kelapa,10 (Double)
14086,Come Back,9
14087,Maha Ungasan,5 (Garden View)
14088,Wira Homestay,5
14089,Villa Anak,
14090,Bingin Surf Left,
14091,Khumba,2BR Villa 5 (using one bedroom)
14092,Rama Village,SATRUGNA 1
14093,Rama Village,SATRUGNA 2
14094,Villa Arindra,
14095,LJBB Nina,
14096,LJBB Nina,
14097,Batu Jaran Hill,3
14098,Rama Village,LAKSAMANA 1
14099,Villa Kama,2
14100,Puri Kelapa,3 (Twin)
14101,Sunset Condotel Kuta,
14102,Rama Village,LAKSAMANA 1
14103,Padang,Padang View-1
14104,Puri Kelapa,B2 ( Double)
14105,Puri Kelapa,10 (Double)
14106,D'Padang,1
14107,Pondok Lulik,2
14108,Villa Loluan,2
14109,Kubu N2,1
14110,Padang,Padang View-1
14111,Balangan Cottages,
14112,Balangan Cottages,
14113,Puri Kelapa,2 (Double)
14114,Villa Arindra,
14115,Padang,Padang View-2
14116,Padang,Padang View-4
14117,Villa Singa,6br
14118,The Alchemist,Family Cabin
14119,The Alchemist,Romeo
14120,Batu Jaran Hill,6
14121,NDBV Lot 6,
14122,LJBB Nina,
14123,Bingin Jepun,
14124,D'Padang,2
14125,Gili Eco,2BR Villa 2
14126,LJBB Bungalow,
14127,LJBB Bungalow,
14128,NDBV Lot 6,
14129,Villa Ayunan,
14130,Kutuh Manak,2
14131,Uluwatu Cottages,Double
14132,NDBV Lot 6,
14133,Kubu N2,1
14134,The Alchemist,Mykonos
14135,The Alchemist,Romeo
14136,The Hideaway,
14137,Rama Village,BARATA 1
14138,LJBB Nina,
14139,Villa Idaman,2
14140,LJBB Bungalow,
14141,Bingin Surf Left,
14142,LaJoya1 Deluxe Bungalow,
14143,Villa Mundaka,
14144,Come Back,1
14145,NDBV Lot 3,
14146,LJBB Bungalow,
14147,The Hideaway,
14148,LaJoya1 Standard Bungalow,
14149,Villa Arindra,
14150,Villa Papaya,
14151,Villa Bagus,
14152,The Alchemist,Family Cabin
14153,Come Back,1
14154,Rama Village,LAKSAMANA 2
14155,Puri Kelapa,B1 (Twin)
14156,Lebak,1
14157,Padang,Padang View-2
14158,Villa Arindra,
14159,Bingin Surf Left,
14160,The Alchemist,Family Cabin
14161,The Alchemist,Family Cabin
14162,Puri Kelapa,2 Bedrooms
14163,Bingin Surf Left,
14164,Villa Loluan,2
14165,The Alchemist,Le Petit Prince
14166,Villa Asmara,
14167,Uluwatu Cottages,Twin
14168,Uluwatu Cottages,Twin
14169,LJBB Nina,
14170,LJBB Bungalow,
14171,LJBB Bungalow,
14172,Buana,202
14173,Buana,104
14174,Buana,101
14175,Kubu N2,2
14176,Villa Cahaya,
14177,Villa Kura Kura,
14178,Villa Kura Kura,
14179,LJBB Nina,
14180,Villa Kama,3
14181,The Alchemist,Le Petit Prince
14182,The Alchemist,Le Petit Prince
14183,Villa Toya,
14184,Puri Kelapa,4 (Double)
14185,Rama Village,LAKSAMANA 1
14186,Taman Bintang,Concrete Dbl (Legong)
14187,Villa Anak,
14188,Uluwatu Cottages,Double
14189,Villa Matahari,
14190,Villa Diana,
14191,LJBB Shaka,
14192,NDBV Lot 3,
14193,Villa Papaya,
14194,Villa Mandalay,
14195,Rama Village,SATRUGNA 1
14196,Kembang Kuning,
14197,Villa Toya,
14198,Villa Loluan,2
14199,Villa Toya,
14200,Buana,Bale Dauh
14201,Pondok Lulik,10
14202,Pondok Lulik,4
14203,Villa Mandalay,
14204,Tirtha Canggu Suites,
14205,Rama Village,SATRUGNA 1
14206,Vivo Villas B Unit,
14207,NDBV Lot 6,
14208,Lemon Guesthouse,2
14209,Bingin Surf Left,
14210,Bingin Surf Left,
14211,The Alchemist,Le Petit Prince
14212,Puri Kelapa,4 (Double)
14213,The Alchemist,Family Cabin
14214,Kubu N2,1
14215,LJBB Bungalow,
14216,LJBB Shaka,
14217,NDBV Lot 6,
14218,Bingin Jepun,
14219,LJBB Bungalow,
14220,LJBB Bungalow,
14221,LJBB Nina,
14222,LJBB Shaka,
14223,Batu Jaran Hill,10
14224,Batu Jaran Hill,9
14225,NDBV Lot 6,
14226,The Alchemist,Le Petit Prince
14227,NDBV Lot 3,
14228,NDBV Lot 6,
14229,Uluwatu Cottages,Double + Extra Bed
14230,Villa Bagus,
14231,Lebak,5
14232,Batu Jaran Hill,9
14233,Villa Loluan,1
14234,Batu Jaran Hill,10
14235,Like at Home Room,
14236,Jepun Sari,89 (Twin)
14237,Villa Loluan,2
14238,LJ1 Superior Family Room,
14239,LJ1 Superior Family Room,
14240,Batu Jaran Hill,3
14241,Padang,Padang View-3
14242,LJBB Nina,
14243,LJBB Nina,
14244,LJBB Nina,
14245,LJBB Nina,
14246,LJBB Bungalow,
14247,LJBB Nina,
14248,LJBB Shaka,
14249,LaJoya1 Standard Bungalow,
14250,LJBB Nina,
14251,NDBV Lot 3,
14252,LJBB Shaka,
14253,LJBB Nina,
14254,LJBB Shaka,
14255,NDBV Lot 6,
14256,Villa Arindra,
14257,LJBB Bungalow,
14258,Padang,Padang View-1
14259,Sunset Condotel Kuta,
14260,D'Padang,9
14261,D'Padang,8
14262,LJBB Bungalow,
14263,Kubu N2,2
14264,D'Padang,4
14265,LJBB Bungalow,
14266,D'Padang,9
14267,Buana,203
14268,Come Back,2
14269,Padang,Padang View-4
14270,Batu Jaran Hill,2
14271,Villa Loluan,2
14272,Padang,Padang View-3
14273,Bingin Surf Left,2 bedrooms
14274,Taman Bintang,Concrete Twn (Oleg)
14275,Padang,Padang View-4
14276,Asri Guest House,1
14277,LJBB Nina,
14278,Villa Anak,
14279,LJBB Bungalow,
14280,Villa Anak,
14281,Villa Anak,
14282,Villa Anak,
14283,LJBB Shaka,
14284,LJBB Shaka,
14285,Uluwatu Cottages,Twin
14286,LJBB Bungalow,
14287,Puri Kelapa,6 (Double)
14288,Puri Kelapa,7 (Double)
14289,LJBB Bungalow,
14290,Uluwatu Cottages,Double + Extra Bed
14291,Batu Jaran Hill,3
14292,NDBV Lot 6,
14293,Villa Kama,3
14294,Puri Kelapa,3 (Twin)
14295,LJBB Shaka,
14296,LJBB Shaka,
14297,LJBB Nina,
14298,Lebak,2
14299,D'Padang,4
14300,Villa Bening,
14301,Villa Arindra,
14302,Batu Jaran Hill,3
14303,Lebak,1
14304,Pondok Lulik,3
14305,D'Padang,1
14306,LJBB Bungalow,
14307,LJBB Shaka,
14308,Rama Village,SATRUGNA 2
14309,Rama Village,SATRUGNA 1
14310,Kubu N2,1
14311,Khumba,2BR Villa 5
14312,Khumba,2BR Villa 5
14313,Khumba,2BR Villa 5
14314,The Alchemist,Blanche Niege
14315,Villa Kura Kura,
14316,Villa Idaman,1
14317,Villa Idaman,2
14318,Batu Jaran Hill,7
14319,Villa Kama,1
14320,The Alchemist,Blanche Niege
14321,The Alchemist,Blanche Niege
14322,D'Padang,4
14323,Bingin Jepun,
14324,LJBB Shaka,
14325,D'Padang,9
14326,Kutuh Manak,5
14327,Kutuh Manak,9
14328,Padang,Padang View-1
14329,Kutuh Manak,6
14330,Kutuh Manak,1
14331,D'Padang,8
14332,Kutuh Manak,4
14333,Kutuh Manak,2
14334,Villa Toya,
14335,Batu Jaran Hill,6
14336,Batu Jaran Hill,10
14337,Batu Jaran Hill,3
14338,Villa Loluan,1
14339,Padang,Padang View-3
14340,Bingin Surf Left,
14341,Villa Bija,Apartment
14342,BiuBiu Kumala,Villa SO1
14343,Padang,Padang View-4
14344,Padang,Padang View-2
14345,Sunset Condotel Kuta,
14346,Villa Bingin Luna,
14347,LJBB Bungalow,
14348,Batu Jaran Hill,7
14349,Sunset Condotel Kuta,
14350,LJBB Shaka,
14351,Bingin Surf Left,
14352,Bingin Surf Left,
14353,Villa Kama,2
14354,Villa Idaman,1
14355,LJBB Bungalow,
14356,The Jepun,4
14357,Villa Toya,
14358,Batu Jaran Hill,2
14359,Kubu N2,2
14360,D'Padang,6
14361,LJBB Shaka,
14362,LJBB Shaka,
14363,Villa Bingin Luna,
14364,Villa Bingin Luna,
14365,D'Padang,8
14366,D'Padang,2
14367,Puri Kelapa,11 (Twin)
14368,Uluwatu Cottages,Double
14369,Uluwatu Cottages,Double
14370,Full Moon,2
14371,Kubu N2,1
14372,Lebak,9
14373,Villa Arindra,
14374,Pondok Lulik,2
14375,Puri Kelapa,2 (Double)
14376,Villa Arindra,
14377,Padang,Padang View-1
14378,Padang,Padang View-2
14379,Uluwatu Cottages,Double
14380,LJBB Shaka,
14381,Maha Ungasan,5 (Garden View)
14382,Puri Kelapa,10 (Double)
14383,LJBB Nina,
14384,Buana,Bale Dauh
14385,Villa Kama,1
14386,LJBB Bungalow,
14387,D'Padang,1
14388,Maha Ungasan,3 (Garden View)
14389,LJBB Shaka,
14390,Rama Village,LAKSAMANA 1
14391,The Alchemist,Blanche Niege
14392,LJBB Bungalow,
14393,LJBB Nina,
14394,LJBB Nina,
14395,Lebak,8
14396,D'Padang,6
14397,Maha Ungasan,3 (Garden View)
14398,Villa Arindra,
14399,Maha Ungasan,4 (Garden View)
14400,LaJoya1 Deluxe Room,
14401,Lebak,3
14402,LaJoya1 Standard Bungalow,
14403,The Alchemist,Family Cabin
14404,Batu Jaran Hill,3
14405,LJBB Bungalow,
14406,The Alchemist,Blanche Niege
14407,Villa Arindra,
14408,LJBB Bungalow,
14409,Puri Kelapa,9 (Double)
14410,Villa Toya,
14411,Villa Arindra,
14412,Villa Bingin Luna,
14413,Come Back,2
14414,Batu Jaran Hill,9
14415,Bingin Surf Left,2 bedrooms
14416,Pondok Lulik,7
14417,Bingin Surf Left,2 bedrooms
14418,Puri Kelapa,7 (Double)
14419,Taman Bintang,Concrete Twn (Oleg)
14420,Puri Pandawa,Deluxe 1
14421,Uluwatu Cottages,Double
14422,Villa Kama,4
14423,Khumba,1BR Villa 2
14424,LJBB Bungalow,
14425,Batu Jaran Hill,3
14426,The Alchemist,Family Cabin
14427,The Alchemist,Family Cabin
14428,Buana,Bale Dauh
14429,The Alchemist,Le Petit Prince
14430,D'Padang,7
14431,NDBV Lot 6,
14432,LaJoya1 Deluxe Bungalow,
14433,The Alchemist,Le Petit Prince
14434,Khumba,1BR Villa 1
14435,LaJoya1 Standard Bungalow,
14436,The Alchemist,Blanche Niege
14437,Villa Diana,
14438,My Villa 3BR,
14439,D'Padang,1
14440,Kutuh Manak,5
14441,Batu Jaran Hill,8
14442,Lebak,7
14443,Villa Arindra,
14444,Puri Kelapa,7 (Double)
14445,Puri Kelapa,Family
14446,Puri Kelapa,A2 (Double)
14447,LJBB Shaka,
14448,Khumba,1BR Villa 1
14449,Villa Bening,
14450,Villa Bingin Luna,
14451,Villa Ayunan,
14452,Villa Kama,3
14453,Buana,101
14454,NDBV Lot 3,
14455,Sunset Condotel Kuta,
14456,Full Moon,3
14457,Bingin Surf Left,
14458,LJBB Bungalow,
14459,Redsalt,
14460,Rama Village,SHITA 1
14461,Batu Jaran Hill,7
14462,LaJoya1 Deluxe Room,
14463,Villa Bagus,
14464,D'Padang,3
14465,Puri Kelapa,8 (Twin)
14466,Puri Kelapa,5 (Double)
14467,Jepun Sari,90 (Twin)
14468,Batu Jaran Hill,5
14469,Villa Bija,Apartment
14470,Puri Kelapa,B1 (Twin)
14471,Pondok Lulik,1
14472,Puri Kelapa,4 (Double)
14473,Batu Jaran Hill,2
14474,Batu Jaran Hill,3
14475,LJBB Bungalow,
14476,Jepun Sari,89 (Twin)
14477,LJBB Shaka,
14478,Puri Kelapa,4 (Double)
14479,LJBB Bungalow,
14480,Kembang Kuning,
14481,LaJoya1 Standard Bungalow,
14482,Puri Kelapa,8 (Twin)
14483,NDBV Lot 3,
14484,LaJoya1 Standard Bungalow,
14485,Sunset Condotel Kuta,
14486,Pondok Lulik,2
14487,Taman Bintang,Concrete Twn (Oleg)
14488,Villa Kura Kura,
14489,Batu Jaran Hill,4
14490,Villa Bulan,
14491,LJBB Nina,
14492,LJBB Bungalow,
14493,The Jepun,3
14494,Villa Kama,4
14495,LJBB Nina,
14496,LJBB Nina,
14497,Villa Kama,3
14498,Kembang Kuning,
14499,Villa Anak,
14500,La Cabane Std,
14501,Kubu N2,1
14502,Kembang Kuning,
14503,Kembang Kuning,
14504,Puri Kelapa,10 (Double)
14505,Villa Anak,
14506,Kutuh Manak,1
14507,Come Back,1
14508,Buana,101
14509,Buana,104
14510,Kutuh Manak,4
14511,Batu Jaran Hill,7
14512,LJBB Bungalow,
14513,The Alchemist,Blanche Niege
14514,Kutuh Manak,1
14515,Bingin Surf Left,
14516,Full Moon,2
14517,D'Padang,8
14518,D'Padang,1
14519,Uluwatu Cottages,Double
14520,Buana,103
14521,Khumba,2BR Villa 5 (using one bedroom)
14522,Wira Homestay,10
14523,LJBB Nina,
14524,LJBB Bungalow,
14525,LJBB Bungalow,
14526,Maha Ungasan,4 (Garden View)
14527,Villa Kama,3
14528,D'Padang,4
14529,Villa Bulan,
14530,Villa Merdu,
14531,Wira Homestay,1
14532,Gili Eco,2BR Villa 2
14533,Gili Eco,2BR Villa 2
14534,LJBB Bungalow,
14535,LJBB Bungalow,
14536,Villa Cahaya,
14537,Puri Kelapa,1 (Twin)
14538,Kutuh Manak,2
14539,Sunset Condotel Kuta,
14540,Khumba,2BR Villa 3 (using one bedroom)
14541,D'Padang,2
14542,Villa Kama,1
14543,LJ1 Superior Family Room,
14544,Puri Kelapa,7 (Double)
14545,Puri Kelapa,8 (Twin)
14546,Puri Kelapa,6 (Double)
14547,D'Padang,2
14548,Puri Kelapa,4 (Double)
14549,Kembang Kuning,
14550,D'Padang,4
14551,D'Padang,3
14552,La Cabane Std,
14553,D'Padang,8
14554,Villa Kama,3
14555,Villa Loluan,1
14556,Villa Kama,1
14557,Puri Kelapa,2 (Double)
14558,Rama Village,BARATA 1
14559,Villa Loluan,1
14560,Puri Kelapa,1 (Twin)
14561,Bingin Surf Left,2 bedrooms
14562,LJBB Bungalow,
14563,Kutuh Manak,7
14564,Bingin Surf Left,2 bedrooms
14565,Batu Jaran Hill,4
14566,LJBB Shaka,
14567,LJBB Shaka,
14568,LJBB Shaka,
14569,LJBB Shaka,
14570,LJBB Shaka,
14571,The Alchemist,Le Petit Prince
14572,Batu Jaran Hill,3
14573,Villa Indigo,
14574,Bingin Surf Left,
14575,LJBB Bungalow,
14576,LJBB Shaka,
14577,The Alchemist,Le Petit Prince
14578,Bingin Surf Left,
14579,D'Padang,6
14580,D'Padang,5
14581,NDBV Lot 3,
14582,D'Padang,10
14583,Bingin Surf Left,2 bedrooms
14584,Villa Arindra,
14585,Puri Kelapa,8 (Twin)
14586,Kutuh Manak,1
